id,ref_id,additional_id,segment_number,technology,hierarchy,length,specification,start_equipment_id,end_equipment_id,core_count,designation,start_structure_id,start_structure_key,end_structure_id,end_structure_key,object_status,owner,placement_type,start_equipment_port_id,end_equipment_port_id,remediation,remediation_specification,remediation_desc,leadin_cable_transfer,asset_transfer,network_key,project_code,project_number
4RBN-20-01-SDS-658,,,1,FIBRE,SDS,43.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-643,4RBN-20-01-PCD-658,1,,1805101100,N1802051830,1805101428,N1802044287,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-659,,,1,FIBRE,SDS,20.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-643,4RBN-20-01-PCD-659,1,,1805101100,N1802051830,1805101424,N1802049184,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-660,,,1,FIBRE,SDS,43.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-643,4RBN-20-01-PCD-660,1,,1805101100,N1802051830,1805101427,N1802048642,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-661,,,1,FIBRE,SDS,43.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-643,4RBN-20-01-PCD-661,1,,1805101100,N1802051830,1805101427,N1802048642,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-663,,,1,FIBRE,SDS,20.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-645,4RBN-20-01-PCD-663,1,,1805101101,N1802050545,1805101433,N1802050511,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-664,,,1,FIBRE,SDS,39.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-644,4RBN-20-01-PCD-664,1,,1805101105,N1802051705,1805101445,N1802049596,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-665,,,1,FIBRE,SDS,118,SDS_CORNING_1_ROC,4RBN-20-01-SMP-654,4RBN-20-01-PCD-665,1,,1804172356,N1802051056,1805101443,N1802048511,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-666,,,1,FIBRE,SDS,20.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-644,4RBN-20-01-PCD-666,1,,1805101105,N1802051705,1805101442,N1802048113,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-667,,,1,FIBRE,SDS,54.7,SDS_CORNING_1_ROC,4RBN-20-01-SMP-644,4RBN-20-01-PCD-667,1,,1805101105,N1802051705,1805101438,N1802046463,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-669,,,1,FIBRE,SDS,56.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-644,4RBN-20-01-PCD-669,1,,1805101105,N1802051705,1805101444,N1802049150,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-670,,,1,FIBRE,SDS,56.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-644,4RBN-20-01-PCD-670,1,,1805101105,N1802051705,1805101444,N1802049150,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-671,,,1,FIBRE,SDS,54.7,SDS_CORNING_1_ROC,4RBN-20-01-SMP-644,4RBN-20-01-PCD-671,1,,1805101105,N1802051705,1805101437,N1802052199,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-672,,,1,FIBRE,SDS,20.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-645,4RBN-20-01-PCD-672,1,,1805101101,N1802050545,1805101434,N1802051760,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-673,,,1,FIBRE,SDS,43.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-645,4RBN-20-01-PCD-673,1,,1805101101,N1802050545,4RBN-20-01-NEC-660,,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-675,,,1,FIBRE,SDS,43.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-645,4RBN-20-01-PCD-675,1,,1805101101,N1802050545,4RBN-20-01-NEC-660,,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-676,,,1,FIBRE,SDS,43.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-645,4RBN-20-01-PCD-676,1,,1805101101,N1802050545,1805101430,N1802050057,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-678,,,1,FIBRE,SDS,43.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-645,4RBN-20-01-PCD-678,1,,1805101101,N1802050545,1805101430,N1802050057,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-679,,,1,FIBRE,SDS,20.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-646,4RBN-20-01-PCD-679,1,,1805101102,N1802051335,1805101435,N1802051360,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-681,,,1,FIBRE,SDS,54.7,SDS_CORNING_1_ROC,4RBN-20-01-SMP-646,4RBN-20-01-PCD-681,1,,1805101102,N1802051335,1805101432,N1802050986,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-682,,,1,FIBRE,SDS,54.7,SDS_CORNING_1_ROC,4RBN-20-01-SMP-646,4RBN-20-01-PCD-682,1,,1805101102,N1802051335,1805101432,N1802050986,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-683,,,1,FIBRE,SDS,20.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-646,4RBN-20-01-PCD-683,1,,1805101102,N1802051335,1805101436,N1802052659,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-684,,,1,FIBRE,SDS,26,SDS_CORNING_1_ROC,4RBN-20-01-SMP-644,4RBN-20-01-PCD-684,1,,1805101105,N1802051705,1805101439,N1802045919,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-685,,,1,FIBRE,SDS,54.7,SDS_CORNING_1_ROC,4RBN-20-01-SMP-646,4RBN-20-01-PCD-685,1,,1805101102,N1802051335,1805101431,N1802049724,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-687,,,1,FIBRE,SDS,54.7,SDS_CORNING_1_ROC,4RBN-20-01-SMP-646,4RBN-20-01-PCD-687,1,,1805101102,N1802051335,1805101431,N1802049724,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-688,,,1,FIBRE,SDS,162.4,SDS_CORNING_1_ROC,4RBN-20-01-SMP-647,4RBN-20-01-PCD-688,1,,1804164203,N1802050403,1804169032,N1802046078,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-689,,,1,FIBRE,SDS,102.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-657,4RBN-20-01-PCD-689,1,,1804164212,N1802043242,1804169020,N1802043404,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-690,,,1,FIBRE,SDS,14.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-647,4RBN-20-01-PCD-690,1,,1804164203,N1802050403,1804169022,N1802050701,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-691,,,1,FIBRE,SDS,72,SDS_CORNING_1_ROC,4RBN-20-01-SMP-647,4RBN-20-01-PCD-691,1,,1804164203,N1802050403,1804169024,N1802051568,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-692,,,1,FIBRE,SDS,102.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-657,4RBN-20-01-PCD-692,1,,1804164212,N1802043242,1804169021,N1802049520,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-693,,,1,FIBRE,SDS,72,SDS_CORNING_1_ROC,4RBN-20-01-SMP-647,4RBN-20-01-PCD-693,1,,1804164203,N1802050403,1804169023,N1802050291,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-694,,,1,FIBRE,SDS,136.4,SDS_CORNING_1_ROC,4RBN-20-01-SMP-647,4RBN-20-01-PCD-694,1,,1804164203,N1802050403,1804169029,N1802045770,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-695,,,1,FIBRE,SDS,82.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-657,4RBN-20-01-PCD-695,1,,1804164212,N1802043242,1804169018,N1802046588,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-696,,,1,FIBRE,SDS,14.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-657,4RBN-20-01-PCD-696,1,,1804164212,N1802043242,1804172414,N1802043491,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-697,,,1,FIBRE,SDS,45.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-648,4RBN-20-01-PCD-697,1,,1804172204,N1802053505,1804172407,N1802047387,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-698,,,1,FIBRE,SDS,127,SDS_CORNING_1_ROC,4RBN-20-01-SMP-648,4RBN-20-01-PCD-698,1,,1804172204,N1802053505,1804172405,N1802048294,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-699,,,1,FIBRE,SDS,76.6,SDS_CORNING_1_ROC,4RBN-20-01-SMP-657,4RBN-20-01-PCD-699,1,,1804164212,N1802043242,1804169019,N1802049352,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-700,,,1,FIBRE,SDS,74.1,SDS_CORNING_1_ROC,4RBN-20-01-SMP-648,4RBN-20-01-PCD-700,1,,1804172204,N1802053505,1804172409,N1802050642,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-701,,,1,FIBRE,SDS,99.4,SDS_CORNING_1_ROC,4RBN-20-01-SMP-657,4RBN-20-01-PCD-701,1,,1804164212,N1802043242,1804169012,N1802045994,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-702,,,1,FIBRE,SDS,14.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-649,4RBN-20-01-PCD-702,1,,1804164419,N1802046760,1804169035,N1802049431,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-703,,,1,FIBRE,SDS,14.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-649,4RBN-20-01-PCD-703,1,,1804164419,N1802046760,1804169036,N1802047880,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-704,,,1,FIBRE,SDS,48.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-649,4RBN-20-01-PCD-704,1,,1804164419,N1802046760,1804169037,N1802048380,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-705,,,1,FIBRE,SDS,36.1,SDS_CORNING_1_ROC,4RBN-20-01-SMP-649,4RBN-20-01-PCD-705,1,,1804164419,N1802046760,1804169033,N1802046596,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-706,,,1,FIBRE,SDS,37.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-649,4RBN-20-01-PCD-706,1,,1804164419,N1802046760,1804169039,N1802044537,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-707,,,1,FIBRE,SDS,136.4,SDS_CORNING_1_ROC,4RBN-20-01-SMP-647,4RBN-20-01-PCD-707,1,,1804164203,N1802050403,1804169030,N1802050500,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-708,,,1,FIBRE,SDS,80,SDS_CORNING_1_ROC,4RBN-20-01-SMP-649,4RBN-20-01-PCD-708,1,,1804164419,N1802046760,1804169038,N1802044166,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-709,,,1,FIBRE,SDS,36.1,SDS_CORNING_1_ROC,4RBN-20-01-SMP-649,4RBN-20-01-PCD-709,1,,1804164419,N1802046760,1804169034,N1802048837,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-710,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-641,4RBN-20-01-PCD-710,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-711,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-641,4RBN-20-01-PCD-711,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-712,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-641,4RBN-20-01-PCD-712,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-713,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-641,4RBN-20-01-PCD-713,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-714,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-641,4RBN-20-01-PCD-714,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-715,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-641,4RBN-20-01-PCD-715,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-716,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-641,4RBN-20-01-PCD-716,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-717,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-642,4RBN-20-01-PCD-717,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-718,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-642,4RBN-20-01-PCD-718,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-719,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-642,4RBN-20-01-PCD-719,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-720,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-642,4RBN-20-01-PCD-720,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-721,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-642,4RBN-20-01-PCD-721,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-722,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-642,4RBN-20-01-PCD-722,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-723,,,1,FIBRE,SDS,20,SDS_CORNING_1_ROC,4RBN-20-01-CAP-642,4RBN-20-01-PCD-723,1,,1804621973,N1802051391,1804621973,N1802051391,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-724,,,1,FIBRE,SDS,60.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-650,4RBN-20-01-PCD-724,1,,1804165632,N1802045591,1804169142,N1802046515,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-725,,,1,FIBRE,SDS,14.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-650,4RBN-20-01-PCD-725,1,,1804165632,N1802045591,1804169139,N1802047286,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-726,,,1,FIBRE,SDS,70.6,SDS_CORNING_1_ROC,4RBN-20-01-SMP-650,4RBN-20-01-PCD-726,1,,1804165632,N1802045591,1804169028,N1802045663,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-727,,,1,FIBRE,SDS,42.9,SDS_CORNING_1_ROC,4RBN-20-01-SMP-650,4RBN-20-01-PCD-727,1,,1804165632,N1802045591,1804169138,N1802043782,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-728,,,1,FIBRE,SDS,14.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-650,4RBN-20-01-PCD-728,1,,1804165632,N1802045591,1804169140,N1802047386,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-729,,,1,FIBRE,SDS,96.6,SDS_CORNING_1_ROC,4RBN-20-01-SMP-650,4RBN-20-01-PCD-729,1,,1804165632,N1802045591,1804169143,N1802046915,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-730,,,1,FIBRE,SDS,60.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-650,4RBN-20-01-PCD-730,1,,1804165632,N1802045591,1804169141,N1802047781,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-731,,,1,FIBRE,SDS,60.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-647,4RBN-20-01-PCD-731,1,,1804164203,N1802050403,1804169137,N1802051994,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-732,,,1,FIBRE,SDS,23.7,SDS_CORNING_1_ROC,4RBN-20-01-SMP-651,4RBN-20-01-PCD-732,1,,1804164191,N1802042828,1804169007,N1802048406,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-733,,,1,FIBRE,SDS,53.8,SDS_CORNING_1_ROC,4RBN-20-01-SMP-651,4RBN-20-01-PCD-733,1,,1804164191,N1802042828,1804169014,N1802044142,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-734,,,1,FIBRE,SDS,49.7,SDS_CORNING_1_ROC,4RBN-20-01-SMP-651,4RBN-20-01-PCD-734,1,,1804164191,N1802042828,1804168999,N1802043894,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-735,,,1,FIBRE,SDS,42.3,SDS_CORNING_1_ROC,4RBN-20-01-SMP-651,4RBN-20-01-PCD-735,1,,1804164191,N1802042828,1804169015,N1802044457,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-736,,,1,FIBRE,SDS,23.7,SDS_CORNING_1_ROC,4RBN-20-01-SMP-651,4RBN-20-01-PCD-736,1,,1804164191,N1802042828,1804169008,N1802051477,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-737,,,1,FIBRE,SDS,89.6,SDS_CORNING_1_ROC,4RBN-20-01-SMP-657,4RBN-20-01-PCD-737,1,,1804164212,N1802043242,1804169011,N1802045636,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-738,,,1,FIBRE,SDS,49.7,SDS_CORNING_1_ROC,4RBN-20-01-SMP-651,4RBN-20-01-PCD-738,1,,1804164191,N1802042828,1804168998,N1802043608,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-739,,,1,FIBRE,SDS,79.1,SDS_CORNING_1_ROC,4RBN-20-01-SMP-652,4RBN-20-01-PCD-739,1,,1804164368,N1802044807,1804168992,N1802044043,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-740,,,1,FIBRE,SDS,132.8,SDS_CORNING_1_ROC,4RBN-20-01-SMP-652,4RBN-20-01-PCD-740,1,,1804164368,N1802044807,1804168995,N1802050093,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-741,,,1,FIBRE,SDS,26,SDS_CORNING_1_ROC,4RBN-20-01-SMP-652,4RBN-20-01-PCD-741,1,,1804164368,N1802044807,1804169002,N1802047024,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-742,,,1,FIBRE,SDS,67.6,SDS_CORNING_1_ROC,4RBN-20-01-SMP-652,4RBN-20-01-PCD-742,1,,1804164368,N1802044807,1804168993,N1802044973,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-743,,,1,FIBRE,SDS,87.8,SDS_CORNING_1_ROC,4RBN-20-01-SMP-652,4RBN-20-01-PCD-743,1,,1804164368,N1802044807,1804168997,N1802050875,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-744,,,1,FIBRE,SDS,87.8,SDS_CORNING_1_ROC,4RBN-20-01-SMP-652,4RBN-20-01-PCD-744,1,,1804164368,N1802044807,1804168996,N1802048721,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-745,,,1,FIBRE,SDS,67.2,SDS_CORNING_1_ROC,4RBN-20-01-SMP-651,4RBN-20-01-PCD-745,1,,1804164191,N1802042828,1804169003,N1802046634,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-746,,,1,FIBRE,SDS,14.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-653,4RBN-20-01-PCD-746,1,,1804164400,N1802044477,1804168986,N1802053296,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
4RBN-20-01-SDS-747,,,1,FIBRE,SDS,46.5,SDS_CORNING_1_ROC,4RBN-20-01-SMP-653,4RBN-20-01-PCD-747,1,,1804164400,N1802044477,1804168985,N1802051858,PLANNED,NBN,Underground,,,,,,,N,,N2P-NEW,FINANCE-N2P
